,English,Urdu
23572,<start> Pathetic taste never going bak again <end>,<start> قابل رحم ذائقہ پھر کبھی بیک نہیں ہوگا۔ <end>
23573,<start> Its better than nothing <end>,<start> یہ کچھ بھی نہیں سے بہتر ہے <end>
23574,<start> One of the best places to eat nahri and the other cuisines are also very good such as the Chinese and bbq <end>,<start> نہری کھانے کی بہترین جگہوں میں سے ایک اور دوسرے کھانے بھی بہت اچھے ہیں جیسے چائنیز اور بی بی کیو <end>
23575,<start> Not as much good as it was before <end>,<start> اتنا اچھا نہیں جتنا پہلے تھا۔ <end>
23576,<start> Quality <end>,<start> معیار <end>
23577,<start> Great ambience and food <end>,<start> بہترین ماحول اور کھانا <end>
23578,<start> Nice <end>,<start> اچھا <end>
23579,<start> Excellent trip <end>,<start> بہترین سفر <end>
23580,<start> Good <end>,<start> اچھی <end>
23581,<start> Food quality awesome <end>,<start> کھانے کا معیار شاندار <end>
23582,<start> Service so poor to lousy waiters very disappointed <end>,<start> کمزور ویٹروں کو بہت ناقص سروس بہت مایوس <end>
23583,<start> Very good and hygienic place where you can enjoy food with your family <end>,<start> بہت اچھی اور حفظان صحت والی جگہ جہاں آپ اپنی فیملی کے ساتھ کھانے سے لطف اندوز ہو سکتے ہیں۔ <end>
23584,<start> Good food but mostly desi. <end>,<start> اچھا کھانا لیکن زیادہ تر دیسی۔ <end>
23585,"<start> NIHARI IS FINE BUT A BIT SPICY, HALWA PURI IS GOOD BUT EXPENSIVE. <end>",<start> نہاری اچھی لیکن تھوڑی مسالیدار ہے، حلوہ پوری اچھی لیکن مہنگی ہے۔ <end>
23586,<start> Good family place to eat. <end>,<start> کھانے کے لیے اچھی فیملی جگہ۔ <end>
23587,"<start> Good nihari hangout specially for those cold nights, has great food variety for the whole family. <end>",<start> اچھی نہاری ہینگ آؤٹ خاص طور پر ان سرد راتوں کے لیے، جس میں پورے خاندان کے لیے کھانے کی بہترین اقسام ہیں۔ <end>
23588,<start> Good place to have Nihari and Bar B Q. <end>,<start> نہاری اور بار بی کیو کے لیے اچھی جگہ۔ <end>
23589,<start> Nice <end>,<start> اچھا <end>
23590,"<start> Very delicious foods, good place for corporate events. <end>",<start> بہت لذیذ کھانے، کارپوریٹ ایونٹس کے لیے اچھی جگہ۔ <end>
23591,<start> good food average environment staff uneducated mostly its a crowded money worthed restaurant. <end>,<start> اچھے کھانے کا اوسط ماحول کا عملہ ان پڑھ زیادہ تر یہ ایک ہجوم پیسہ والا ریستوراں ہے۔ <end>
23592,<start> Its my 2nd time but it was bad <end>,<start> یہ میری دوسری بار ہے لیکن یہ برا تھا۔ <end>
23593,<start> Pathetic food. Only Nihari is good. <end>,<start> قابل رحم کھانا۔ صرف نہاری اچھی ہے۔ <end>
23594,"<start> Service was a bit slow. Would go again for Nihari, do not have tea there <end>",<start> سروس تھوڑی سست تھی۔ نہاری کے لیے پھر جائیں گے، وہاں چائے نہیں پینا <end>
23595,<start> Very good place for Sunday breakfast <end>,<start> اتوار کے ناشتے کے لیے بہت اچھی جگہ <end>
23596,<start> Fantastic breakfast on Sundays <end>,<start> اتوار کو لاجواب ناشتہ <end>
23597,"<start> (Translated by Google) For Nihari Lovers

(Original)
For Nihari Lovers <end>",<start> (گوگل کے ذریعہ ترجمہ کیا گیا) نہاری سے محبت کرنے والوں کے لیے (اصل) نہاری سے محبت کرنے والوں کے لیے <end>
23598,<start> Good <end>,<start> اچھی <end>
23599,<start> Excellent traditional food. Very economical rates. Good cleanliness. Comfortable family seating. Good ambiance. <end>,<start> بہترین روایتی کھانا۔ بہت ہی کفایتی نرخ۔ اچھی صفائی۔ آرام دہ خاندانی بیٹھک۔ اچھا ماحول۔ <end>
23600,<start> Best Nihari you can find in Karachi <end>,<start> بہترین نہاری جو آپ کو کراچی میں مل سکتی ہے۔ <end>
23601,"<start> Excellent venue, service and great food.... <end>",<start> بہترین مقام، خدمت اور بہترین کھانا.... <end>
23602,"<start> To have a breakfast with Paya (Soup of Cow's bones) and Tandoori Nan (Bread) at here is a nice and new experience for me. I feel happy to enjoy Desi Food specially in morning. Clean and neat sitting arrangement with family area at upper floors. Food quality is nice. Prices seems to be a little bit high, may be due to partly for food quality and  partly for sitting arrangement. You may try Maghaz (Brain) Nihari and Nalli (Bone Marrow) Nihari or either with Paya. Kheer and Rabri are also delicious. We enjoy  the Dodh Patti Chai (Tea) on nearby Quetta Hotel. <end>",<start> یہاں پر پیا (گائے کی ہڈیوں کا سوپ) اور تندوری نان (روٹی) کے ساتھ ناشتہ کرنا میرے لیے ایک اچھا اور نیا تجربہ ہے۔ میں صبح کے وقت خاص طور پر دیسی کھانے سے لطف اندوز ہوتا ہوں۔ اوپری منزل پر فیملی ایریا کے ساتھ بیٹھنے کا صاف ستھرا انتظام۔ کھانے کا معیار اچھا ہے۔ قیمتیں تھوڑی زیادہ لگ رہی ہیں، جزوی طور پر کھانے کے معیار اور جزوی طور پر بیٹھنے کے انتظامات کی وجہ سے ہوسکتی ہیں۔ آپ مغز (دماغ) نہاری اور نالی (بون میرو) نہاری یا پیا کے ساتھ آزما سکتے ہیں۔ کھیر اور ربڑی بھی لذیذ ہیں۔ ہم کوئٹہ کے قریبی ہوٹل میں دودھ پتی چائے (چائے) سے لطف اندوز ہوتے ہیں۔ <end>
23603,"<start> (Translated by Google) Best nihari in town.

(Original)
Best nihari in town. <end>",<start> (گوگل کے ذریعہ ترجمہ کیا گیا) شہر میں بہترین نہاری۔ (اصل) شہر کا بہترین نہاری۔ <end>
23604,<start> Ouwsam taste <end>,<start> اوسم ذائقہ <end>
23605,<start> the best nihari in town....the rest of the restaurants do not even come close.If you desire true authentic nihari...this is the place to visit <end>,<start> شہر کا بہترین نہاری....باقی ریستوران قریب بھی نہیں آتے۔اگر آپ حقیقی مستند نہاری چاہتے ہیں تو...یہی جگہ دیکھنے کی ہے۔ <end>
23606,<start> Love their fry qeema! <end>,<start> ان کے فرائی قیمہ سے پیار کریں! <end>
23607,<start> A crowded place for Sunday breakfasts <end>,<start> اتوار کے ناشتے کے لیے ایک پرہجوم جگہ <end>
23608,"<start> Nicest ambiance you can get for a Nihari place, usually their crowded and full of noise, no such thing here, the food and the sheer amount of meaty items on the menu are a definite plus. <end>",<start> بہترین ماحول جو آپ نہاری جگہ کے لیے حاصل کر سکتے ہیں، عام طور پر ان کا ہجوم اور شور سے بھرا ہوتا ہے، یہاں ایسی کوئی چیز نہیں، مینو میں کھانے اور گوشت والی اشیاء کی کافی مقدار ایک یقینی پلس ہے۔ <end>
23609,<start> Taste of food is good recommend to food lovers to visit and enjoy the taste <end>,<start> کھانے کا ذائقہ اچھا ہے کھانے سے محبت کرنے والوں کو مشورہ دیتے ہیں کہ وہ دیکھیں اور ذائقہ سے لطف اندوز ہوں۔ <end>
23610,<start> Nice place with yummy foods. <end>,<start> مزیدار کھانوں کے ساتھ اچھی جگہ۔ <end>
23611,"<start> Excellent nihari. But if u go late, nihari is not available <end>",<start> بہترین نہاری۔ لیکن اگر آپ دیر سے جائیں تو نہاری دستیاب نہیں ہے۔ <end>
23612,<start> Cheap and ok quality <end>,<start> سستا اور ٹھیک معیار <end>
23613,<start> The Best Place for Nihari <end>,<start> نہاری کے لیے بہترین جگہ <end>
23614,<start> Very good food and service <end>,<start> بہت اچھا کھانا اور خدمت <end>
23615,"<start> (Translated by Google) Nice and pot

(Original)
Nice nehari <end>",<start> (گوگل کے ذریعہ ترجمہ کیا گیا) اچھا اور برتن (اصل) اچھی نہاری <end>
23616,"<start> (Translated by Google) Best Nihari in town

(Original)
Best Nihari in town <end>",<start> (گوگل کے ذریعہ ترجمہ کیا گیا) شہر میں بہترین نہاری (اصل) شہر میں بہترین نہاری <end>
23617,<start> Meal test not always same <end>,<start> کھانے کا ٹیسٹ ہمیشہ ایک جیسا نہیں ہوتا <end>
23618,<start> The cost and the price tag that goes with it is awesome. Their Sunday breakfast menu is amazing and must try. <end>,<start> لاگت اور قیمت کا ٹیگ جو اس کے ساتھ جاتا ہے بہت اچھا ہے۔ ان کے اتوار کے ناشتے کا مینو حیرت انگیز ہے اور اسے ضرور آزمانا چاہیے۔ <end>
23619,<start> Good place for breakfast. <end>,<start> ناشتے کے لیے اچھی جگہ۔ <end>
23620,<start> Awesum taste must try malai boti <end>,<start> شاندار ذائقہ ملائی بوٹی ضرور آزمائیں <end>
23621,<start> Lovely food. Service is slow. Parking available. <end>,<start> پیارا کھانا۔ سروس سست ہے۔ پارکنگ دستیاب ہے۔ <end>
23622,<start> One of the yummiest paay available in the restaurants. <end>,<start> ریستوراں میں دستیاب سوادج پے میں سے ایک۔ <end>
23623,"<start> (Translated by Google) Best Nihari point in Karachi

(Original)
Best Nihari point in Karachi <end>",<start> (گوگل کے ذریعے ترجمہ کیا گیا) کراچی کا بہترین نہاری پوائنٹ (اصل) کراچی کا بہترین نہاری پوائنٹ <end>
23624,<start> Great nihari and mutton kebabs <end>,<start> زبردست نہاری اور مٹن کباب <end>
23625,<start> Excellent food and excellent place must go <end>,<start> بہترین کھانا اور بہترین جگہ ضرور جانا چاہیے۔ <end>
23626,<start> Wonderful place to eat nihari. Price reasonable <end>,<start> نہاری کھانے کی شاندار جگہ۔ قیمت مناسب <end>
23627,<start> Love the nihari and good service <end>,<start> نہاری اور اچھی سروس سے محبت کرتے ہیں۔ <end>
23628,"<start> No customer service, food is just ok. Go if you have no other option. <end>",<start> کوئی کسٹمر سروس نہیں، کھانا ٹھیک ہے۔ اگر آپ کے پاس کوئی اور آپشن نہیں ہے تو چلے جائیں۔ <end>
23629,<start> Food service quality everythingz just perfect <end>,<start> کھانے کی خدمت کا معیار سب کچھ بالکل کامل ہے۔ <end>
23630,"<start> Because of its foods' quality, taste and quantity within comparatively less serving time <end>",<start> اس کے کھانے کے معیار، ذائقہ اور مقدار کی وجہ سے نسبتاً کم سرونگ وقت کے اندر <end>
23631,<start> Family restaurant <end>,<start> فیملی ریستوراں <end>
23632,"<start> (Translated by Google) excellent bbq n nihari

(Original)
excellent bbq n nihari <end>",<start> (گوگل کے ذریعہ ترجمہ کیا گیا) شاندار بی بی کیو این نہاری (اصل) شاندار بی بی کیو این نہاری <end>
23633,<start> Ok <end>,<start> ٹھیک ہے <end>
23634,"<start> Good food but pathetic service, 3rd visit and still it's the same. If you have ample time and want a cozy environment to sit and eat with pathetic service feel free to check it out! <end>",<start> اچھا کھانا لیکن قابل رحم سروس، تیسرا دورہ اور اب بھی وہی ہے۔ اگر آپ کے پاس کافی وقت ہے اور آپ آرام دہ ماحول چاہتے ہیں کہ آپ قابل رحم سروس کے ساتھ بیٹھ کر کھانا کھائیں تو بلا جھجھک اسے چیک کریں! <end>
23635,<start> Nihari is really good and it tastes different. BBQ is good specially Shahi Chatak Boneless. Environment is quit good and cleaner than all the other Nihari places. <end>,<start> نہاری واقعی اچھی ہے اور اس کا ذائقہ مختلف ہے۔ بی بی کیو خاص طور پر شاہی چٹک بون لیس اچھا ہے۔ ماحول باقی تمام نہاری جگہوں سے اچھا اور صاف ستھرا ہے۔ <end>
23636,<start> Awesome <end>,<start> خوفناک <end>
23637,"<start> Was very very disappointed with the Nehari yesterday! We always have from Malik but last night we sent for 10 double plates as we had guest over. My husband loves your Bihari because you give good clean boti, machine ka! Yesterday was an embarrassment. It was sooo salty that we could not eat it and the colour was also black instead of the lovely rich that it is! <end>",<start> کل نہاری سے بہت مایوس تھا! ہمارے پاس ہمیشہ ملک کی طرف سے ہوتا ہے لیکن کل رات ہم نے 10 ڈبل پلیٹیں بھیج دیں کیونکہ ہمارے پاس مہمان آئے تھے۔ میرے شوہر آپ کی بہاری سے محبت کرتے ہیں کیونکہ آپ اچھی صاف بوٹی دیتے ہیں، مشین کا! کل ایک شرمندگی تھی۔ یہ اتنا نمکین تھا کہ ہم اسے نہیں کھا سکتے تھے اور اس کا رنگ بھی خوبصورت امیر کی بجائے کالا تھا۔ <end>
23638,<start> Great place to have Nihari but the area is a little congested feels like you are sitting in a street.. Too much human traffic.. <end>,<start> نہاری کے لیے بہت اچھی جگہ ہے لیکن علاقہ تھوڑا سا بھیڑ ہے ایسا لگتا ہے جیسے آپ کسی گلی میں بیٹھے ہیں.. بہت زیادہ انسانی ٹریفک.. <end>
23639,<start> Good food all variety <end>,<start> تمام قسم کے اچھے کھانے <end>
23640,<start> Nice food <end>,<start> اچھا کھانا <end>
23641,<start> Awesome food specially nahari is superb. <end>,<start> لاجواب کھانا خاص طور پر نہاری شاندار ہے۔ <end>
23642,<start> Normal food stuff <end>,<start> عام کھانے کی چیزیں <end>
23643,<start> Nihari not as good as others are offering <end>,<start> نہاری اتنا اچھا نہیں جتنا دوسرے پیش کر رہے ہیں۔ <end>
23644,<start> Excellent food and cooperative staff. <end>,<start> بہترین خوراک اور کوآپریٹو عملہ۔ <end>
23645,"<start> This is a good place to get desi food with air conditioning.

Revision: 23.jun.2017: We ordered food which came late and to top it up the beef butter was rotten. Ewwe. First bad experience, I hope its just one of. <end>",<start> ایئر کنڈیشنگ کے ساتھ دیسی کھانا حاصل کرنے کے لیے یہ ایک اچھی جگہ ہے۔ نظر ثانی: 23.جون.2017: ہم نے کھانے کا آرڈر دیا جو دیر سے آیا اور اسے اوپر کرنے کے لیے بیف بٹر سڑا ہوا تھا۔ Ewwe. پہلا برا تجربہ، مجھے امید ہے کہ یہ صرف ایک ہے۔ <end>
23646,<start> Awsome Bong Nihari and dhaga Kabab and Fried Kabab are also good <end>,<start> زبردست بونگ نہاری اور دھاگا کباب اور فرائیڈ کباب بھی اچھے ہیں۔ <end>
23647,<start> Average quality food <end>,<start> اوسط معیار کا کھانا <end>
23648,<start> Food not bad. Good environment <end>,<start> کھانا برا نہیں ہے۔ اچھا ماحول <end>
23649,"<start> Good food, good service with minimum wait. But parking issue outside <end>",<start> اچھا کھانا، کم سے کم انتظار کے ساتھ اچھی سروس۔ لیکن باہر پارکنگ کا مسئلہ <end>
23650,<start> Good <end>,<start> اچھی <end>
23651,<start> GOOD ENVIRONMENT. GOOD FOOD <end>,<start> اچھا ماحول۔ اچھا کھانا <end>
23652,"<start> (Translated by Google) Nice desi breakfast place. Nihari, Puri, Paratha and Doodhpatti; all perfect

(Original)
Nice desi breakfast place. Nihari, Puri, Paratha and Doodhpatti; all perfect <end>",<start> (گوگل کے ذریعہ ترجمہ کیا گیا) دیسی ناشتے کی اچھی جگہ۔ نہاری، پوری، پراٹھا اور دودھ پتی؛ تمام کامل (اصل) عمدہ دیسی ناشتے کی جگہ۔ نہاری، پوری، پراٹھا اور دودھ پتی؛ تمام کامل <end>
23653,<start> Nehari was good but Bar B Q was amazing. <end>,<start> نہاری اچھی تھی لیکن بار بی کیو حیرت انگیز تھی۔ <end>
23654,"<start> I have been many times
but last night the food was not the same
taste
not bad but not the usual malik
and very crowed it was full until midnight on a working day 30 minutes to get the seat and 30 plus to get the food <end>",<start> میں کئی بار جا چکا ہوں لیکن کل رات کھانا ایک جیسا نہیں تھا ذائقہ برا نہیں تھا لیکن عام ملک نہیں تھا اور بہت بھیڑ تھا کام کے دن آدھی رات تک بھرا رہتا تھا 30 منٹ میں سیٹ مل جاتی تھی اور 30 ​​پلس کھانا ملتا تھا۔ <end>
23655,<start> Good <end>,<start> اچھی <end>
23656,"<start> (Translated by Google) Family nihari place ....

(Original)
Family nihari place .... <end>",<start> (گوگل کے ذریعہ ترجمہ شدہ) خاندانی نہاری جگہ .... (اصل) خاندانی نہاری جگہ .... <end>
23657,<start> We loved the paye and nihari here. Don't try their lassi! Good family friendly restaurant with plenty of seating inside. <end>,<start> ہمیں یہاں پے اور نہاری بہت پسند تھے۔ ان کی لسی مت آزمائیں! اندر بیٹھنے کی کافی جگہ کے ساتھ اچھا خاندانی دوستانہ ریستوراں۔ <end>
23658,<start> Food is ok  not so special <end>,<start> کھانا ٹھیک ہے اتنا خاص نہیں ہے۔ <end>
23659,<start> I expected Nihari to be better but I think other items especially bar b q is more tasty <end>,<start> مجھے توقع تھی کہ نہاری بہتر ہو گی لیکن میرے خیال میں دیگر اشیاء خاص طور پر بار بی کیو زیادہ لذیذ ہیں۔ <end>
23660,<start> It has a good variety of dishes and a family-friendly environment. Don't go towards the closing time though since they dont serve good meat in the nehari at that time. <end>,<start> اس میں مختلف قسم کے پکوان اور خاندان کے لیے سازگار ماحول ہے۔ اختتامی وقت کی طرف مت جائیں حالانکہ وہ اس وقت نہاری میں اچھا گوشت پیش نہیں کرتے ہیں۔ <end>
23661,<start> Good please for breakfast <end>,<start> اچھا پلیز ناشتہ کریں۔ <end>
23662,<start> Best Nihari and other food items offered by this restaurant. Chicken malai handi is one of the best which we have tried most of the time. Barbecue items are also very tasty and serving is  presentable. <end>,<start> بہترین نہاری اور اس ریستوراں کی طرف سے پیش کردہ دیگر کھانے کی اشیاء۔ چکن ملائی ہانڈی بہترین میں سے ایک ہے جسے ہم نے اکثر آزمایا ہے۔ باربی کیو آئٹمز بھی بہت لذیذ ہوتے ہیں اور پیش کرنے کے قابل ہے۔ <end>
23663,"<start> Nice and clean family environment specially for a nehari restaurent in karachi,
taste is good also good halwa puri nashta on sunday. <end>",<start> اچھا اور صاف ستھرا خاندانی ماحول خاص طور پر کراچی میں ایک نہاری ریستوران کے لیے، ذائقہ اچھا ہے اور اتوار کو حلوہ پوری کا ناشتہ بھی اچھا ہے۔ <end>
23664,"<start> (Translated by Google) Testy and my favrate Nihari

(Original)
Testy and my favrate Nihari <end>",<start> (گوگل کے ذریعہ ترجمہ کیا گیا) ٹیسٹی اور میرا پسندیدہ نہاری (اصل) ٹیسٹی اور میرا پسندیدہ نہاری <end>
23665,"<start> (Translated by Google) Quality and theater

(Original)
Quality nehari <end>",<start> (گوگل کے ذریعہ ترجمہ شدہ) کوالٹی اور تھیٹر (اصل) کوالٹی نہاری <end>
23666,<start> For Unconventional Nihari do visit this place. <end>,<start> غیر روایتی نہاری کے لیے اس جگہ کا دورہ کریں۔ <end>
23667,<start> Good place to have food with family. <end>,<start> خاندان کے ساتھ کھانے کے لیے اچھی جگہ۔ <end>
23668,<start> Great food. Brain Masala is out of the world.  Nehari is probably the best in town. <end>,<start> بہت اچھا کھانا۔ دماغی مسالہ دنیا سے باہر ہے۔ نہاری شاید شہر میں سب سے بہتر ہے۔ <end>
23669,<start> Best place for nihari environment is great and very good seating area <end>,<start> نہاری ماحول کے لیے بہترین جگہ بہترین اور بہت اچھی بیٹھنے کی جگہ ہے۔ <end>
23670,"<start> Good desi food, Nahari, Paya and Halwa Poori in breakfast <end>",<start> ناشتے میں اچھا دیسی کھانا، نہاری، پیا اور حلوہ پوری <end>
23671,"<start> (Translated by Google) Good nihari place

(Original)
Good nihari place <end>",<start> (گوگل کے ذریعہ ترجمہ کیا گیا) اچھی نہاری جگہ (اصل) اچھی نہاری جگہ <end>
23672,<start> Not that tasty as heard... Disappointed <end>,<start> اتنا سوادج نہیں جتنا سنا... مایوسی ہوئی۔ <end>
23673,<start> Best place to eat Nihari. Environment is much better and cleaner than all the other Nihari places. Sunday Brunch is also good if you are into desi food lover. <end>,<start> نہاری کھانے کے لیے بہترین جگہ۔ باقی تمام نہاری جگہوں سے ماحول بہت بہتر اور صاف ستھرا ہے۔ اگر آپ دیسی کھانے کے شوقین ہیں تو سنڈے برنچ بھی اچھا ہے۔ <end>
23674,"<start> (Translated by Google) Nihari is very tasty.

(Original)
Nihari is very tasty. <end>",<start> (گوگل کا ترجمہ) نہاری بہت لذیذ ہے۔ (اصل) نہاری بہت لذیذ ہے۔ <end>
23675,"<start> Average quality food at cheap price, nice ambiance <end>",<start> سستے دام پر اوسط معیار کا کھانا، اچھا ماحول <end>
23676,<start> Very economical. Must try. Paya nihari pori everything is amazing <end>,<start> بہت اقتصادی۔ کوشش کرنی چاہیے۔ پیا نہاری پوری سب کچھ حیرت انگیز ہے۔ <end>
23677,<start> Good food with good ambiance <end>,<start> اچھے ماحول کے ساتھ اچھا کھانا <end>
23678,<start> Nihari and bbq is great in taste. <end>,<start> نہاری اور بی بی کیو ذائقے میں بہت اچھا ہے۔ <end>
23679,<start> Best place to eat with friends <end>,<start> دوستوں کے ساتھ کھانے کے لیے بہترین جگہ <end>
23680,<start> Very good nahari house. <end>,<start> بہت اچھا نہاری گھر۔ <end>
23681,<start> Due to taste <end>,<start> ذائقہ کی وجہ سے <end>
23682,<start> Nice food <end>,<start> اچھا کھانا <end>
23683,"<start> (Translated by Google) Love chatak boti but Nihari was average in taste.

(Original)
Love chatak boti but Nihari was average in taste. <end>",<start> (گوگل کے ذریعے ترجمہ کیا گیا) پیار چاٹک بوٹی لیکن نہاری ذائقے میں اوسط درجے کی تھی۔ (اصل) چٹک بوٹی سے محبت کرتے تھے لیکن نہاری ذائقے میں اوسط درجے کے تھے۔ <end>
23684,<start> The food was tasty and inexpensive. The service was good. <end>,<start> کھانا مزیدار اور سستا تھا۔ سروس اچھی تھی۔ <end>
23685,<start> For good taste and Ambiance. <end>,<start> اچھے ذائقہ اور ماحول کے لیے۔ <end>
23686,"<start> Very good verity of food,
Nihari and Kabab fry, is the best, all BBQ items are good. <end>",<start> کھانے کی بہت اچھی حقیقت، نہاری اور کباب فرائی، بہترین ہے، تمام باربی کیو آئٹمز اچھے ہیں۔ <end>
23687,"<start> been to the restaurant quite a few times..the main hall is spacious and airy, well lit and feels fresh.
their claim to fame off course the rich nihari is what i order but surprisingly its their tandoori naan i keep telling people about ! their tandoori naan is just amazing. the naan is thick, fluffy and rich.

tbh i feel that zahid or sabri nihari tastes a little better. <end>",<start> ریستوران میں کافی بار گیا ہوں.. مرکزی ہال کشادہ اور ہوا دار ہے، اچھی طرح سے روشن اور تازہ محسوس ہوتا ہے. شہرت کا ان کا دعویٰ ہے کہ امیر نہاری وہی ہے جو میں آرڈر کرتا ہوں لیکن حیرت انگیز طور پر ان کے تندوری نان کے بارے میں میں لوگوں کو بتاتا رہتا ہوں! ان کا تندوری نان صرف حیرت انگیز ہے۔ نان موٹا، تیز اور بھرپور ہوتا ہے۔ مجھے لگتا ہے کہ زاہد یا صابری نہاری کا ذائقہ تھوڑا بہتر ہے۔ <end>
23688,<start> Its worth going .. <end>,<start> جانے کے قابل ہے .. <end>
23689,<start> Nice traditional dehli food <end>,<start> عمدہ روایتی دہلی کھانا <end>
23690,"<start> Very nice place for Breakfast, Lunch and dinner and prices are reasonable <end>",<start> ناشتے، دوپہر کے کھانے اور رات کے کھانے کے لیے بہت اچھی جگہ ہے اور قیمتیں مناسب ہیں۔ <end>
23691,<start> Vip place <end>,<start> وی آئی پی جگہ <end>
23692,<start> Great food. Delivery is excellent <end>,<start> بہت اچھا کھانا۔ ڈیلیوری بہترین ہے۔ <end>
23693,<start> Good place to eat nihari <end>,<start> نہاری کھانے کے لیے اچھی جگہ <end>
23694,<start> zabardast.best nihari in whole town.hygienic and tasty........ <end>,<start> zabardast. پورے شہر میں بہترین نہاری. حفظان صحت اور مزیدار........ <end>
23695,"<start> (Translated by Google) Nears are it's best

(Original)
Nehari are it's best <end>",<start> (گوگل کے ذریعہ ترجمہ کیا گیا) قریب ہیں یہ بہترین ہے (اصل) نہاری ہیں یہ سب سے بہتر ہے <end>
23696,<start> Tasty food <end>,<start> مزیدار کھانا <end>
23697,<start> new average <end>,<start> نیا اوسط <end>
23698,"<start> Excellent nehari chatak and mutton karhai
Love this place
Will plan for paye party soon on holiday <end>",<start> بہترین نہاری چاٹک اور مٹن کرہائی اس جگہ سے پیار کریں جلد ہی چھٹی کے دن پے پارٹی کا منصوبہ بنائیں گے۔ <end>
23699,<start> Good <end>,<start> اچھی <end>
23700,<start> Food. Place. <end>,<start> کھانا. جگہ <end>
23701,<start> The best nihari in town. Great seating area and service. Great hygiene. Shining floors. And a menu that's growing all the time. Couldn't recommend it highly enough. <end>,<start> شہر کی بہترین نہاری۔ بہترین بیٹھنے کی جگہ اور خدمت۔ عظیم حفظان صحت. چمکتے فرش۔ اور ایک مینو جو ہر وقت بڑھتا رہتا ہے۔ کافی حد تک اس کی سفارش نہیں کر سکا۔ <end>
23702,<start> Their mutton/chicken haneeth and fried fish are the best. <end>,<start> ان کا مٹن/چکن حنیت اور تلی ہوئی مچھلی بہترین ہیں۔ <end>
23703,"<start> Absolutely, phenomenal service and food quality. Definitely would recommend to anyone. Was very impressed with the grilled fish (parrot fish), grilled prawns, prawn karahi and the beef ribs. Beef ribs were just to die for! Mr. Sohail is very pleasant to work  with and was able to get my order delivered in time. Food arrives very hot and fresh. Planning to dinning there again. <end>",<start> بالکل، غیر معمولی خدمت اور کھانے کا معیار۔ یقینی طور پر کسی کو بھی سفارش کریں گے۔ گرلڈ فش (طوطے کی مچھلی)، گرل شدہ جھینگے، جھینگے کراہی اور بیف کی پسلیوں سے بہت متاثر ہوا۔ بیف کی پسلیاں صرف مرنے کے لیے تھیں! مسٹر سہیل کے ساتھ کام کرنا بہت خوشگوار ہے اور وہ میرے آرڈر کو وقت پر پہنچانے میں کامیاب رہے۔ کھانا بہت گرم اور تازہ آتا ہے۔ وہاں دوبارہ کھانے کا ارادہ ہے۔ <end>
23704,<start> Water pump navasota al madina chicken center <end>,<start> واٹر پمپ نواسوٹا المدینہ چکن سنٹر <end>
23705,<start> Tasty food <end>,<start> مزیدار کھانا <end>
23706,<start> Up to the mark <end>,<start> نشان تک <end>
23707,<start> great taste unmatch quality <end>,<start> عظیم ذائقہ بے مثال معیار <end>
23708,<start> Fish Market <end>,<start> مچھلی منڈی <end>
23709,<start> No one is Karachi has fresher fish than this guy. Absolutely wonderful <end>,<start> کراچی میں اس آدمی سے زیادہ تازہ مچھلی کوئی نہیں ہے۔ بالکل شاندار <end>
23710,<start> Fresh and tasty seafood and chicken options available as well <end>,<start> تازہ اور لذیذ سمندری غذا اور چکن کے اختیارات بھی دستیاب ہیں۔ <end>
23711,<start> Excellent food & the most amazing host! <end>,<start> بہترین کھانا اور انتہائی حیرت انگیز میزبان! <end>
23712,"<start> Food was really fresh and taste was on point, Amazing experience, highly recommended <end>",<start> کھانا واقعی تازہ تھا اور ذائقہ نقطہ پر تھا، حیرت انگیز تجربہ، انتہائی سفارش کردہ <end>
23713,<start> Extraordinary fresh fish <end>,<start> غیر معمولی تازہ مچھلی <end>
23714,<start> Awesome fish extreamly fresh <end>,<start> حیرت انگیز مچھلی انتہائی تازہ ہے۔ <end>
23715,<start> Awesome fish. Extremely fresh. Did not have any fishy smell whatsoever. This was the third time I came here this year and will surely come again <end>,<start> لاجواب مچھلی۔ انتہائی تازہ۔ کسی قسم کی مچھلی کی بو نہیں تھی۔ اس سال یہ تیسری بار تھا جب میں یہاں آیا تھا اور دوبارہ ضرور آؤں گا۔ <end>
23716,<start> Best fish and best haneath in town.. <end>,<start> شہر کی بہترین مچھلی اور بہترین ہانی .. <end>
23717,<start> Amazing place.the owner of this restaurant is Mr sohail such a nice person.his fully try to satisfy his customers.we tried grilled red snapper .it was mouthwatering and so delicious  we promised to Mr sohail that we will come again to try his famous prawn kardhai in Sha Allah <end>,<start> حیرت انگیز جگہ۔اس ریسٹورنٹ کے مالک مسٹر سہیل اتنے اچھے انسان ہیں۔ وہ اپنے صارفین کو مطمئن کرنے کی پوری کوشش کرتے ہیں۔ ہم نے گرلڈ ریڈ سنیپر آزمایا۔ یہ منہ میں پانی بھرنے والا تھا اور اتنا لذیذ تھا کہ ہم نے مسٹر سہیل سے وعدہ کیا کہ ہم دوبارہ ان کی مشہوری کو آزمانے آئیں گے۔ جھینگے کردائی ان شاء اللہ <end>
23718,<start> Awesome place for seafood lovers... <end>,<start> سمندری غذا سے محبت کرنے والوں کے لیے بہترین جگہ... <end>
23719,<start> Divine <end>,<start> الہی <end>
